normalization: 0
(35708, 15000, 3)
(5158, 15000, 3)
Cuda available :-  True

device cuda 

*************** Using pretrained ***************
ContrastiveLearning_Model/saved_models/ShapeNetPretrained55/unmasked_encoder_80_2048_200_400_0_64_16_128_3_0.05_True_False_sndl.pth

bs: 16 ss 2048 


Epoch [1/250], Progress: 1/135, Train Loss: 3.8569, Train Accuracy: 0.0625
Epoch [1/250], Progress: 2/135, Train Loss: 4.1232, Train Accuracy: 0.0000
Epoch [1/250], Progress: 3/135, Train Loss: 4.0269, Train Accuracy: 0.1250
Epoch [1/250], Progress: 4/135, Train Loss: 3.9361, Train Accuracy: 0.0000
Epoch [1/250], Progress: 5/135, Train Loss: 3.9804, Train Accuracy: 0.0625
Epoch [1/250], Progress: 6/135, Train Loss: 3.9657, Train Accuracy: 0.0625
Epoch [1/250], Progress: 7/135, Train Loss: 4.2013, Train Accuracy: 0.0625
Epoch [1/250], Progress: 8/135, Train Loss: 4.0403, Train Accuracy: 0.1250
Epoch [1/250], Progress: 9/135, Train Loss: 3.9034, Train Accuracy: 0.0625
Epoch [1/250], Progress: 10/135, Train Loss: 3.9806, Train Accuracy: 0.1250
Epoch [1/250], Progress: 11/135, Train Loss: 4.0334, Train Accuracy: 0.1250
Epoch [1/250], Progress: 12/135, Train Loss: 3.9672, Train Accuracy: 0.0625
Epoch [1/250], Progress: 13/135, Train Loss: 3.8181, Train Accuracy: 0.1250
Epoch [1/250], Progress: 14/135, Train Loss: 3.5621, Train Accuracy: 0.1250
Epoch [1/250], Progress: 15/135, Train Loss: 3.8262, Train Accuracy: 0.0625
Epoch [1/250], Progress: 16/135, Train Loss: 3.7427, Train Accuracy: 0.0625
Epoch [1/250], Progress: 17/135, Train Loss: 3.9240, Train Accuracy: 0.0625
Epoch [1/250], Progress: 18/135, Train Loss: 3.9905, Train Accuracy: 0.1250
Epoch [1/250], Progress: 19/135, Train Loss: 3.8810, Train Accuracy: 0.0625
Epoch [1/250], Progress: 20/135, Train Loss: 3.8068, Train Accuracy: 0.0000
Epoch [1/250], Progress: 21/135, Train Loss: 3.7974, Train Accuracy: 0.0625
Epoch [1/250], Progress: 22/135, Train Loss: 3.7061, Train Accuracy: 0.1875
Epoch [1/250], Progress: 23/135, Train Loss: 3.7647, Train Accuracy: 0.0000
Epoch [1/250], Progress: 24/135, Train Loss: 3.8724, Train Accuracy: 0.0625
Epoch [1/250], Progress: 25/135, Train Loss: 3.7728, Train Accuracy: 0.0625
Epoch [1/250], Progress: 26/135, Train Loss: 3.6205, Train Accuracy: 0.1250
Epoch [1/250], Progress: 27/135, Train Loss: 3.7218, Train Accuracy: 0.1250
Epoch [1/250], Progress: 28/135, Train Loss: 3.3760, Train Accuracy: 0.1250
Epoch [1/250], Progress: 29/135, Train Loss: 3.5314, Train Accuracy: 0.1250
Epoch [1/250], Progress: 30/135, Train Loss: 3.7945, Train Accuracy: 0.0625
Epoch [1/250], Progress: 31/135, Train Loss: 3.5672, Train Accuracy: 0.0625
Epoch [1/250], Progress: 32/135, Train Loss: 3.7902, Train Accuracy: 0.1250
Epoch [1/250], Progress: 33/135, Train Loss: 3.5208, Train Accuracy: 0.1875
Epoch [1/250], Progress: 34/135, Train Loss: 3.6961, Train Accuracy: 0.2500
Epoch [1/250], Progress: 35/135, Train Loss: 3.7198, Train Accuracy: 0.0000
Epoch [1/250], Progress: 36/135, Train Loss: 3.5715, Train Accuracy: 0.1250
Epoch [1/250], Progress: 37/135, Train Loss: 3.5771, Train Accuracy: 0.1250
Epoch [1/250], Progress: 38/135, Train Loss: 3.6012, Train Accuracy: 0.1250
Epoch [1/250], Progress: 39/135, Train Loss: 3.2146, Train Accuracy: 0.2500
Epoch [1/250], Progress: 40/135, Train Loss: 3.3785, Train Accuracy: 0.1875
Epoch [1/250], Progress: 41/135, Train Loss: 3.3873, Train Accuracy: 0.1875
Epoch [1/250], Progress: 42/135, Train Loss: 3.4658, Train Accuracy: 0.1250
Epoch [1/250], Progress: 43/135, Train Loss: 3.6460, Train Accuracy: 0.1250
Epoch [1/250], Progress: 44/135, Train Loss: 3.4317, Train Accuracy: 0.3125
Epoch [1/250], Progress: 45/135, Train Loss: 3.4185, Train Accuracy: 0.1875
Epoch [1/250], Progress: 46/135, Train Loss: 3.3475, Train Accuracy: 0.1875
Epoch [1/250], Progress: 47/135, Train Loss: 3.3590, Train Accuracy: 0.0625
Epoch [1/250], Progress: 48/135, Train Loss: 3.5400, Train Accuracy: 0.2500
Epoch [1/250], Progress: 49/135, Train Loss: 3.4969, Train Accuracy: 0.1875
Epoch [1/250], Progress: 50/135, Train Loss: 3.5146, Train Accuracy: 0.1875
Epoch [1/250], Progress: 51/135, Train Loss: 3.4046, Train Accuracy: 0.2500
Epoch [1/250], Progress: 52/135, Train Loss: 3.6955, Train Accuracy: 0.0625
Epoch [1/250], Progress: 53/135, Train Loss: 3.5010, Train Accuracy: 0.1250
