0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3401838769226268,0.0,0.16446312537845223,0.024587755569396543,0.0,0.0,0.0,0.0,0.06885337101156135,0.0,0.0,0.0,0.0,0.1143370637441395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013404524890054142,0.0,0.04113575549283666,0.013650543770967425,0.0,0.006267777281432156,0.0,0.010821127845399132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10682456207295904,0.03414150970399208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037526580665876295,0.0,0.0,0.023802425650306634
0.0,0.0,0.7629561952090268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09259675198631401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14444705280465914,0.0,0.0,0.0,0.0
0.0,0.09632360318073303,0.0,0.2394082301322833,0.127629039009608,0.0,0.049064179540370526,0.0,0.0,0.0,0.13832802492852234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2818737264118866,0.0,0.0,0.0,0.0,0.0,0.0,0.06737319679659619,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.003395978316945536,0.0,0.0,0.952857263646121,0.0,0.0,0.0,0.0,0.0,0.01626858525102995,0.0,0.005803581948790978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003698340827279114,0.0,0.0,0.0,0.0,0.0,0.0,0.0012725953246616566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013029072474251984,0.0036745822109197496
0.0,0.0,0.0,0.0,0.0,0.9045315863288808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03823919536026673,0.0,0.0,0.0,0.0,0.00904406887506113,0.0,0.015324096366276824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032861053069514555,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5987962744909201,0.0,0.004596970951923039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03587479614772589,0.0,0.0,0.0,0.0021338388394912767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014194165657756385,0.0,0.009710796690243655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019707331774767136,0.004587492401383054,0.0,0.0013085126269555506,0.0,0.0013867818131001511,0.08324983872599297,0.002705281142679943,0.252259266426332,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953970294881377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04602970511862299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.009819027049286888,0.0,0.9001521152738312,0.0,0.0,0.0,0.024632004174440048,0.0,0.0,0.0,0.0,0.0,0.0,0.006361310242303853,0.0,0.0049415546037604365,0.0,0.0,0.0,0.02844618117146283,0.0,0.0,0.0,0.0,0.0,0.0,0.02564780748491475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.011741913793343108,0.0,0.0,0.0,0.0,0.0,0.0,0.8598121791465062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06806547278443593,0.008397081728113074,0.0,0.0,0.009481583327253476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215682225302523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0209335466900959,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.03238043632594947,0.0,0.0,0.0,0.0,0.0,0.9676195636740506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.005614798690363465,0.0,0.0,0.0,0.0,0.0,0.005401788704644295,0.0,0.0,0.9673872550594811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002457554675889743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01913860286962137,0.0,0.0
