normalization: 0
(35708, 15000, 3)
(5158, 15000, 3)
Cuda available :-  True

device cuda 

*************** New model ***************
num_classes 55
Details: embed_dim = 64 num_heads = 16 num_induce = 128 stack = 3 dropout = 0.05 use_layernorm =  True pre_layernorm =  False

bs: 16 ss 2048 


Epoch [1/250], Progress: 1/135, Train Loss: 3.9218, Train Accuracy: 0.1875
Epoch [1/250], Progress: 2/135, Train Loss: 4.2483, Train Accuracy: 0.0625
Epoch [1/250], Progress: 3/135, Train Loss: 4.1665, Train Accuracy: 0.0000
Epoch [1/250], Progress: 4/135, Train Loss: 4.1302, Train Accuracy: 0.0000
Epoch [1/250], Progress: 5/135, Train Loss: 4.1476, Train Accuracy: 0.0000
Epoch [1/250], Progress: 6/135, Train Loss: 4.1050, Train Accuracy: 0.0625
Epoch [1/250], Progress: 7/135, Train Loss: 4.2453, Train Accuracy: 0.0000
Epoch [1/250], Progress: 8/135, Train Loss: 4.0892, Train Accuracy: 0.0625
Epoch [1/250], Progress: 9/135, Train Loss: 3.8149, Train Accuracy: 0.1250
Epoch [1/250], Progress: 10/135, Train Loss: 4.2031, Train Accuracy: 0.0625
Epoch [1/250], Progress: 11/135, Train Loss: 4.1174, Train Accuracy: 0.0625
Epoch [1/250], Progress: 12/135, Train Loss: 4.2240, Train Accuracy: 0.0000
Epoch [1/250], Progress: 13/135, Train Loss: 4.4953, Train Accuracy: 0.0625
Epoch [1/250], Progress: 14/135, Train Loss: 4.1072, Train Accuracy: 0.0000
Epoch [1/250], Progress: 15/135, Train Loss: 4.1577, Train Accuracy: 0.0000
Epoch [1/250], Progress: 16/135, Train Loss: 4.3558, Train Accuracy: 0.0625
Epoch [1/250], Progress: 17/135, Train Loss: 4.2249, Train Accuracy: 0.0000
Epoch [1/250], Progress: 18/135, Train Loss: 4.1151, Train Accuracy: 0.0000
Epoch [1/250], Progress: 19/135, Train Loss: 4.0519, Train Accuracy: 0.0000
Epoch [1/250], Progress: 20/135, Train Loss: 4.0572, Train Accuracy: 0.0000
Epoch [1/250], Progress: 21/135, Train Loss: 4.3381, Train Accuracy: 0.0000
Epoch [1/250], Progress: 22/135, Train Loss: 4.0700, Train Accuracy: 0.0000
Epoch [1/250], Progress: 23/135, Train Loss: 4.1268, Train Accuracy: 0.0625
Epoch [1/250], Progress: 24/135, Train Loss: 3.9544, Train Accuracy: 0.0625
Epoch [1/250], Progress: 25/135, Train Loss: 4.1045, Train Accuracy: 0.0000
Epoch [1/250], Progress: 26/135, Train Loss: 3.9279, Train Accuracy: 0.0625
Epoch [1/250], Progress: 27/135, Train Loss: 4.2235, Train Accuracy: 0.0000
Epoch [1/250], Progress: 28/135, Train Loss: 4.1227, Train Accuracy: 0.0000
Epoch [1/250], Progress: 29/135, Train Loss: 3.9832, Train Accuracy: 0.0000
Epoch [1/250], Progress: 30/135, Train Loss: 4.2060, Train Accuracy: 0.0000
Epoch [1/250], Progress: 31/135, Train Loss: 4.1130, Train Accuracy: 0.0000
Epoch [1/250], Progress: 32/135, Train Loss: 4.0847, Train Accuracy: 0.0000
Epoch [1/250], Progress: 33/135, Train Loss: 3.9963, Train Accuracy: 0.0625
Epoch [1/250], Progress: 34/135, Train Loss: 4.0976, Train Accuracy: 0.0625
Epoch [1/250], Progress: 35/135, Train Loss: 4.0442, Train Accuracy: 0.0000
Epoch [1/250], Progress: 36/135, Train Loss: 4.0719, Train Accuracy: 0.0000
Epoch [1/250], Progress: 37/135, Train Loss: 4.1421, Train Accuracy: 0.0000
Epoch [1/250], Progress: 38/135, Train Loss: 4.1476, Train Accuracy: 0.0000
Epoch [1/250], Progress: 39/135, Train Loss: 4.1078, Train Accuracy: 0.0000
Epoch [1/250], Progress: 40/135, Train Loss: 3.9754, Train Accuracy: 0.0000
Epoch [1/250], Progress: 41/135, Train Loss: 4.1448, Train Accuracy: 0.0000
Epoch [1/250], Progress: 42/135, Train Loss: 4.0565, Train Accuracy: 0.0000
Epoch [1/250], Progress: 43/135, Train Loss: 4.0097, Train Accuracy: 0.1250
