0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0.8646900653839111,1.2698382343764012e-22,1.0985170517406659e-23,3.6496047850498314e-10,0.00024427424068562686,2.805937704408734e-08,2.4849506158761895e-16,4.027321847388521e-05,9.696620242860554e-12,7.659638476684226e-26,7.666649477979378e-27,6.560951614490622e-15,2.1715512841282954e-15,6.578206318049043e-26,1.6206112221381261e-18,2.3823655903436174e-36,4.1414101004112714e-17,2.0242802659803383e-13,3.662182875284548e-22,8.150352382626924e-32,4.406367198200867e-12,2.5871883611428713e-28,3.2373275800612146e-24,0.13352683186531067,3.0158744945829596e-10,1.8737764402054865e-19,3.43151017583726e-13,2.171963942032562e-09,4.435211484132737e-24,4.4856094407845916e-24,9.8941646442181e-28,3.4265631233227496e-22,3.664661424109977e-27,4.324702267954771e-27,6.893421346116957e-28,2.853855185134347e-20,9.53635331709189e-19,7.137449676399967e-17,3.736760845640674e-05,5.673679481321667e-22,2.9052157901610087e-10,3.0696753732656346e-12,1.2147456800448708e-06,1.2310383795969022e-20,4.6055390612309566e-07,9.071019217883614e-13,4.296048926273151e-24,3.293352400656063e-33,7.019119089867335e-28,1.924952252853546e-15,7.836769566615942e-10,2.3175034889180365e-14,2.3820309849329543e-27,2.2284724805189356e-16,7.077681084665337e-20,1.5754517843011596e-22,3.6227522255551383e-28,2.2063748019718332e-06,3.2614279039158316e-22,7.94932380562783e-31,8.822090880552212e-23,0.0014566201716661453,2.760847260964412e-25,2.8919063980405815e-19,4.578479888550646e-07,6.755317243147323e-29,6.992943605667117e-16,2.5108496615189324e-08,3.2075796353253302e-24,6.413498381792616e-28,2.4829763245470815e-11,2.0182285962280386e-27,1.1461827330660415e-17,1.2086521959322033e-27,1.1871743205336328e-21,5.304249488230885e-15,9.57172873804142e-22,3.4880173552287767e-16,3.058288251354126e-25,1.0847110178091953e-19,8.257991582187653e-29,4.92184621762234e-21,2.4648056171294037e-22,9.973041465624565e-24,3.57792639869252e-27,3.2973431984828494e-07,4.02923201812146e-29,9.744620592610444e-31,1.50247310825009e-25,6.296751314804894e-12,3.022838813873554e-20,5.47853234047997e-16,3.676969319299506e-12,1.148819520822809e-14,1.3523892059529549e-32,9.579450460981668e-19
2.8031617825552413e-12,0.6431669592857361,4.213801787500415e-07,0.00015568596427328885,2.3080246047690878e-10,9.107123760091103e-15,3.346567467588102e-08,8.185422473161452e-08,5.24019094783057e-09,0.12988075613975525,3.799668912840559e-10,3.054328701068698e-08,1.3020475268712278e-13,0.1225414127111435,2.9683782098999245e-09,3.371743559910101e-06,1.38005634653382e-06,6.85598822158795e-09,3.901301897712983e-05,8.04177179816179e-05,4.149457166757742e-11,3.7916704823635905e-13,1.0494735391830545e-07,1.0381872445064388e-10,3.806202926170954e-07,9.33469856967406e-10,5.512756050263246e-13,1.867603183214328e-09,1.5492652892135084e-05,3.6631193412774155e-15,2.361085904567517e-07,0.0026824127417057753,5.50114502562149e-11,1.1262280168011785e-05,0.0014435907360166311,5.399648443926708e-07,9.506854439678136e-06,0.05077199637889862,2.4811451504458404e-11,0.00079848722089082,2.6278680707036983e-06,6.38548969237896e-16,2.423293770509316e-12,6.506231317593425e-12,1.642790812184103e-05,7.510328588146344e-15,6.203589725251035e-12,1.970085605762506e-07,2.1705655935816415e-12,1.3025692746637674e-09,3.3516565078883787e-09,1.7247108255458166e-11,1.3630862880613251e-15,1.4452684950983711e-16,4.1508090367625705e-12,6.281639031158193e-08,1.6899195998121286e-06,3.378044321447117e-18,4.785854004762946e-11,5.358374437491875e-07,4.005489105645538e-17,3.301760340829185e-12,2.663516629475282e-10,1.1917070878553204e-05,0.00012497186253312975,0.04783192649483681,4.503263647398503e-12,7.729646783749544e-11,1.3012433441872417e-07,2.2323672424495733e-11,3.5121436466577227e-13,7.169735183158721e-13,1.5388653565965146e-19,4.108763703618637e-15,2.2401728042020785e-11,8.635391121787628e-14,0.00034841036540456116,1.8882732877312236e-10,8.50092326448616e-19,1.9722874185614317e-14,4.945334099908452e-14,5.951105580548344e-11,8.70726661074666e-15,1.1286484984454614e-12,2.7232055586218218e-12,3.982777717109927e-14,5.7190645748050883e-05,1.040003596251081e-16,5.3692740900092295e-15,1.6313136703695027e-15,3.007098459129054e-10,3.37483652135262e-11,6.059939661184899e-09,2.4464159764647775e-07,4.791319793175097e-13,1.5284765781485503e-17
4.1381108078200424e-18,1.8521193316679597e-32,0.999457061290741,6.907020980544335e-17,9.001725121123645e-16,9.85338889841662e-19,8.877878290732326e-21,2.2337728455140704e-12,1.0537179861094142e-15,2.7798882747072007e-21,9.079987873779685e-14,7.76289525674656e-05,2.0556013774859187e-22,9.771171959978508e-23,5.21148601326784e-17,9.254839197715659e-21,2.7241223328738212e-15,9.60169543873235e-09,1.4404799465323017e-17,7.560831154151149e-17,3.9453952944113976e-16,3.02815159614056e-08,1.348853483334328e-13,1.9996673320369162e-29,1.5914115132646118e-22,2.567352441826581e-34,5.75847963063536e-12,1.0659524759872463e-21,5.663453319635106e-23,7.546751851911226e-14,2.0957204721616662e-11,8.8206727220031e-18,6.454254177553492e-14,1.0941682430288903e-16,2.728143306505245e-25,7.479264347362761e-20,7.922502098800521e-10,1.0462884695466336e-14,1.0905393553595059e-15,2.6127940596114446e-17,3.5397136610715307e-12,1.3176830446017743e-20,7.046955124769931e-18,1.318427264815002e-20,1.0126452980094709e-19,4.121037373436701e-24,4.1021794261792343e-19,3.8973486851270456e-23,2.263413489565682e-15,2.308256884242521e-12,3.3902628999080995e-23,0.00044283075840212405,5.707365754962299e-25,6.337199417613706e-17,7.555152814407765e-24,3.8053927767095267e-25,1.477377356735865e-12,3.671009660834119e-23,1.6769843568908982e-05,2.387518059199513e-20,2.3263361965033108e-29,4.846050439941407e-18,4.486635305088025e-26,9.072687152423918e-28,1.195274175681535e-19,1.3481289091732019e-27,5.553170922212303e-06,3.3557812217610374e-22,1.7573025701267397e-08,1.626425470409385e-36,6.84362709916919e-18,1.4664584301423425e-28,4.619362907996975e-30,2.1133176617614222e-30,2.9015311836872215e-28,3.0904875877255924e-15,4.074522137761881e-37,1.7885113486982488e-33,1.935553261031273e-19,2.444689806041231e-25,1.5741113053624883e-17,2.8012535485315682e-28,3.3170864624234194e-39,1.0866433308720502e-09,9.059475273005422e-28,1.204111584976717e-26,6.441297516899993e-16,4.2687251510990106e-23,6.74506149814829e-18,1.8033833974751001e-12,1.2486641720599323e-09,6.041664130790325e-12,2.056074467786209e-27,1.1635387795806392e-28,3.601594431482942e-18,7.543363768891351e-27
5.613125134644849e-15,1.1333785768896648e-18,3.2751672400066316e-16,0.9999985694885254,1.1509439445944736e-06,2.0031457354198572e-17,4.580943575318262e-14,1.010443284599205e-09,1.9308394882955326e-09,1.9950277651780988e-21,6.070302588595452e-22,1.3331928012868264e-16,7.222713073185596e-26,1.2979171231698727e-13,1.0544038180988942e-18,1.3229660566707993e-28,3.5718460181258146e-20,1.1757752021981874e-17,1.1483544130462383e-17,2.401638936984588e-21,2.8632273741191203e-18,3.291437561145632e-23,7.82700271329785e-26,1.1452872678008319e-10,1.1892443974037548e-10,7.006007490077331e-23,1.413727534824932e-19,5.229573793051525e-15,1.31802920434005e-21,3.5250349261819332e-22,2.058748112082409e-22,8.59224069671427e-09,3.203840631849809e-24,3.204812732521538e-20,1.480692458302045e-19,2.5895640341257187e-14,4.9890192671542266e-11,1.655547574030969e-11,6.263949081652953e-11,1.504770547939736e-15,4.07295068782787e-08,8.429010508476273e-20,2.9091339797185367e-13,1.2381540105389994e-15,4.006846070214731e-12,1.3081786054533386e-14,1.4176283573679588e-13,2.2807943118391264e-20,1.30669316505808e-24,3.954420992047236e-12,2.1324582633042155e-07,8.169382372152695e-16,1.8473291040262826e-31,1.2665442667805603e-23,7.76958128533964e-28,3.068081961540328e-18,3.946087479147982e-16,1.759162342997753e-21,1.3734906950594502e-21,2.2230029182904543e-19,8.0494553926475305e-22,4.5189471609141663e-10,6.064975316239186e-23,4.1542763673518834e-10,6.115365636105707e-08,1.493662696835786e-17,6.504905985469647e-16,8.107564064552264e-10,3.054203358009645e-22,8.773421328004457e-26,3.901937366962427e-12,4.777670301963457e-28,3.8545665907183135e-27,2.3385787846164137e-22,9.581575116657248e-12,2.413445691126087e-13,1.429930121792794e-13,6.949993423648049e-14,4.6245061542246195e-32,6.4545880627728755e-21,9.150642107463645e-22,3.9921592555103685e-17,2.0977843575518553e-22,1.4304095552225025e-25,5.877312648223907e-26,3.1628638510333706e-12,1.1978363752019827e-24,6.606231231847223e-32,1.124723339217052e-30,1.0001475799181075e-22,1.2077559071948963e-17,6.1323504020811045e-15,1.630049146132203e-18,1.353039800673148e-18,7.5749810468401075e-31,2.4110129565150768e-27
1.3034466735117878e-11,2.9964924096020153e-29,7.194730380043202e-13,2.1364920144151256e-07,0.9996902942657471,2.2464457594476017e-13,6.391736030969368e-16,1.4867706568111316e-06,2.1165205907891504e-05,2.733557833210086e-28,2.6114673549667285e-19,3.914834493905228e-13,1.4646483209692988e-20,5.4194733081521966e-21,9.63370742521741e-25,1.8804845099384006e-31,1.0189872507199043e-23,1.9795236739693844e-16,1.7147452078740346e-21,4.567138233057739e-28,3.043874305847004e-16,2.2988972564800774e-18,2.8395115178835083e-22,1.7899731438359083e-18,4.549682245530429e-12,2.6801927594793654e-30,2.153250290269919e-15,1.1955023288965833e-20,7.328067912268191e-26,4.874006339986435e-20,2.327801808691391e-22,3.1191026324262072e-12,7.691341445540758e-23,2.7273493811130123e-21,7.366433207132362e-27,6.382447467669777e-14,1.994357390344703e-08,1.0757803488840815e-16,1.0110869880008977e-05,1.3333060919435216e-15,5.190279807720799e-06,1.2386640602102261e-09,1.3618178138711644e-14,3.0801908434605323e-15,1.1657119497118784e-13,5.738676672660957e-17,8.701387388398985e-10,2.8349806037665064e-19,1.2082362243383508e-24,0.0001487391855334863,5.780820266920728e-09,1.5499711025768192e-06,2.7157694315611743e-24,4.2885738693650296e-16,1.4261912072357157e-28,1.8970350343912122e-23,3.2827835137685197e-18,3.479792499874815e-18,5.4220481469156637e-17,4.937149081572791e-18,1.0842403972770923e-20,0.00012055000843247399,2.383464092515732e-25,5.495935161776901e-16,7.863751425203624e-13,3.0473344246470665e-25,9.57669499257463e-10,1.5431824221256996e-11,5.0208266981880494e-20,2.1551847486543204e-27,3.9462358358832716e-07,9.185951114023653e-34,6.357692568085392e-23,9.155929722204484e-20,4.365683162199652e-12,4.11045476766958e-07,1.0124391530039363e-23,1.5336038416658238e-20,5.014752563997752e-30,1.383992808205015e-16,1.2116157271476933e-15,1.557329895228931e-16,3.4910945683323382e-25,1.0655177063433864e-22,3.280212386008699e-21,8.96987085302614e-12,3.3147106933436434e-24,1.162067417251376e-27,2.1592498089879386e-27,2.1820898827695762e-17,6.7553341392967425e-12,6.716925349259384e-10,2.791731904960913e-26,2.4191043659904308e-26,1.5381257440283604e-29,7.450027040810524e-27
7.334001566050574e-07,3.6887841310980143e-37,1.3506600002332975e-22,1.3571811997645497e-25,7.117401692969746e-14,0.9989235997200012,2.543231868964494e-31,1.705759123359074e-12,2.73501568479528e-14,1.4735984554527474e-34,7.109569285020168e-19,8.65122725506345e-17,1.4585570085046129e-08,3.1135883483676516e-29,3.502204441587212e-25,2.8235329637966015e-31,5.144015530640686e-25,4.668777300528837e-13,3.042381131033702e-35,1.3656354184077505e-40,3.5760951788953754e-23,2.3905247072453655e-21,5.602979242640863e-25,7.3589058200741445e-19,2.3773033479867635e-20,1.5908218956457794e-31,9.026927727973089e-06,7.112460293377945e-22,1.4135600630626326e-20,8.988189772440948e-20,2.0978465986772773e-24,2.4528120159512206e-29,3.061902131579891e-15,1.7932315375157254e-19,8.756295381159983e-28,1.113481851581083e-25,1.0655584746749682e-21,2.9101268613258444e-25,2.7623659093478636e-07,9.522419246463209e-31,1.6813245213407167e-18,8.139941845564103e-12,4.2451047976714895e-20,1.9674110498840887e-15,8.327557765601504e-23,2.999631525080646e-17,1.0979680088420354e-18,9.395543409814197e-33,7.614691233331021e-34,1.593413075096084e-11,4.493022382118393e-27,2.6575966427522246e-10,5.140191316271895e-17,0.0010658887913450599,3.917477044203474e-28,1.2336675860985991e-20,2.506055140959251e-33,6.833830723529388e-11,1.4521683748412792e-21,1.2058683104199102e-25,8.582896264732333e-30,6.091771531657741e-11,2.141013738067926e-29,1.6383867228992602e-30,3.851635142302574e-23,2.036549657676572e-37,1.5970121225450384e-08,1.4046059454431159e-11,3.600717144912179e-25,2.3138700130851568e-26,7.248249223046344e-10,7.893486295821115e-32,1.877961406038719e-15,1.9610862800462702e-23,2.2441300585446567e-30,2.2822516942185197e-17,1.0583274141688809e-36,7.811837606730673e-37,9.365658393836978e-19,2.8924715067546458e-08,3.397071716153243e-24,2.8511689887965023e-21,2.489721878435408e-19,1.46107405279226e-23,1.6462132959424023e-28,4.094038211192911e-18,1.8608087371041427e-25,1.5468850525469994e-16,9.190711559858844e-12,5.792394558792879e-13,1.8856860396465958e-22,1.7478843350980655e-14,7.230080670116105e-17,9.389087205186614e-27,2.4049488715531253e-36,3.3542042388035043e-07
1.100974237992769e-12,9.410998523984478e-15,1.4873702963713598e-11,1.7770400706496048e-09,7.99241117732663e-10,5.053146147500874e-15,0.9994895458221436,2.329175075033163e-09,1.053627757957587e-11,9.078482965385604e-10,7.364812923623539e-20,3.7477615455472346e-10,1.3799678664583401e-15,5.809239096439111e-15,1.2682450005740975e-06,1.490643917733886e-16,4.399866859738921e-10,2.4037639934082478e-11,0.0004062936350237578,2.8240626193110074e-07,1.10950531961862e-05,4.921979829909487e-18,1.2988870395913565e-11,5.36769606540588e-09,1.1122786041815533e-13,1.1916165970626835e-11,3.9383169577085486e-14,6.964652499164004e-08,1.9157465763600556e-18,4.5531283604516304e-11,1.0499369792636368e-14,7.150347479910335e-13,2.3941557894119904e-18,1.3925847663148278e-16,3.781642533839946e-12,5.347079723438952e-11,7.45472780727674e-12,3.33344046810069e-11,1.466134939148711e-12,2.0466154637688305e-07,5.304894856728026e-10,8.109110578120513e-14,8.046456059673801e-05,1.08554251527057e-18,7.4627955655159894e-06,3.812534732361428e-10,1.1396025940112435e-17,1.7008231845486166e-13,4.057228863985074e-07,1.1787384436579007e-11,2.0393354560610533e-08,1.0238186166910968e-11,3.605038811553613e-18,2.3304677212519907e-17,2.7999578833259875e-06,1.07090587279598e-15,1.6574175842540284e-12,3.754441896264282e-11,8.159117912548419e-13,1.0404490355958802e-19,2.47942583131433e-10,1.6091405985463325e-09,1.887394240895901e-08,4.688625412770867e-16,2.475711580185447e-10,2.4241588736373387e-09,3.5182822367280098e-12,7.85958568328771e-15,2.9620281379559577e-13,1.3490314126716868e-20,1.8469436524333298e-14,3.805555426339424e-09,3.5630813620748936e-13,1.2644935282193732e-18,5.046233986227833e-10,1.929345128104387e-09,6.635995599595448e-14,2.3250415481790299e-10,2.5959746505210823e-13,3.5429195767283206e-21,5.155430119266335e-13,1.286266646613346e-15,2.602852308178068e-16,6.133167758382019e-12,1.5274160584878745e-14,6.06405591431318e-14,1.2802810840564088e-13,2.2630537937531877e-24,3.038274094576673e-17,5.545901585191082e-11,5.269159331078299e-09,3.9043033671533334e-13,1.5930889792840474e-17,1.9011720569692657e-14,2.6381444771794715e-12,2.797450592194363e-18
2.2995400286163203e-06,1.1055148727478132e-21,1.0131366232069006e-11,9.201448630813402e-12,0.015504913404583931,3.6442417972182284e-09,1.0135686371150546e-13,0.9820836782455444,5.965092864101962e-10,6.925584218884429e-21,3.3284629055043613e-21,1.6216530411838903e-06,1.0324229822454e-16,1.395113921518748e-23,6.178033117351099e-19,2.175156680696215e-26,1.0834378777165379e-13,1.1163949105441606e-11,2.758484289022001e-16,2.1082593654109683e-25,1.4946239801361116e-09,8.664030615078487e-20,6.404160733756168e-15,6.310868440242284e-14,4.725637936520144e-11,2.234781807770972e-25,6.199515727167704e-12,1.4311435854281952e-15,5.446806619076959e-22,5.246057795358923e-16,7.423431029264495e-23,8.962766634808072e-17,1.1569261117660935e-22,3.814355178887189e-21,1.9690307157986667e-25,9.854385543521266e-16,5.955264493345824e-12,3.926473729487512e-11,4.3411341721366625e-06,1.4760505914323402e-13,0.0021606539376080036,1.071768216710789e-12,3.7914485440104784e-10,2.9319639762966543e-20,3.262699266315394e-08,5.069312194815696e-17,1.7765639774197526e-19,6.620998561030061e-23,3.887738125651267e-18,4.0489347985506186e-11,2.317803032836352e-10,0.0002386816922808066,1.9865845856473408e-20,7.181813027012411e-17,2.954769281161256e-19,5.941845740966711e-22,4.728480632534566e-21,3.0495009295528064e-11,1.9444360011000583e-10,1.8718107336302273e-23,8.750313752072473e-22,3.6050826111022616e-06,1.997573163097225e-20,2.352604542689497e-19,5.725222251840023e-08,3.3167937175417344e-26,1.9102438741924743e-08,5.48808611403051e-13,7.312662544355357e-16,3.000280882321495e-27,5.255903351431002e-12,1.903126548659702e-27,9.772448273814283e-22,8.469373997312067e-26,7.950622233433593e-20,6.249706308025793e-10,1.3212113051486433e-21,1.5678465340861049e-21,6.883574106641819e-21,5.172093604546534e-18,2.6951130863543124e-20,5.901530420017233e-20,1.7459416221741423e-26,1.4689484922789472e-16,1.0425451629668779e-19,3.638962232672266e-13,1.272245585423646e-21,1.082314850847295e-27,2.983316064630995e-23,1.2091201304076371e-11,1.4756350807942908e-08,1.3454908298626833e-09,1.5398476335739213e-19,1.3081328243771948e-20,3.569256322826961e-22,2.4103187419702988e-24
5.838726312330789e-13,1.3152596910427992e-17,6.007113370287698e-06,1.638333912978851e-07,2.9368544346652925e-05,4.249301431558106e-12,6.081585917607141e-16,3.933614323159418e-08,0.6022828817367554,2.004534954239367e-19,8.835642074700445e-05,1.0345058143457209e-09,2.493726936000928e-16,8.608013786215452e-07,1.551841907552305e-18,8.24356858816766e-14,4.0739444555580584e-16,3.0080622021033676e-11,1.3459718525316121e-18,2.4637597292358775e-18,3.489843770021294e-16,4.0614112073456e-10,5.050767678984984e-14,3.17267708884128e-19,2.3484988105337834e-06,8.750492592756143e-26,2.381313479737912e-10,6.735283887265789e-20,7.533820095551036e-11,1.054356390606595e-13,2.2286088252609915e-10,3.402846050448716e-05,3.744872467681404e-11,6.093779347793316e-08,2.008970377333986e-16,1.4999487762956676e-10,0.37681329250335693,3.1840161063279027e-10,4.205556251690723e-06,3.148479090289702e-12,2.6878669814323075e-06,2.0195851657689445e-09,9.470172584492842e-14,0.00011050200555473566,4.6710343384014086e-15,1.1736210055074176e-15,0.019545622169971466,5.906338529371169e-08,5.633449972282805e-19,0.00024117311113514006,1.0414631396865603e-12,1.3065189705230296e-05,2.428871846691153e-15,6.040500565018814e-12,5.420837671486769e-20,3.1827923543253922e-12,6.75921455695061e-07,1.3779213417999548e-19,1.4949248783313607e-10,0.0007541797822341323,1.3540835785290981e-17,6.915182648725704e-09,1.334387188052807e-18,9.880295692710206e-07,1.0990088179785307e-11,7.10681920213993e-14,6.363124072095161e-08,2.1463586108438903e-07,3.317658994750339e-11,8.46340304696408e-13,5.180873267818242e-05,1.1000790278874397e-21,4.858581812631279e-18,8.799397321901381e-11,4.3129454868617856e-11,4.1630356939492685e-09,1.5787547995363405e-16,3.7535028939546436e-19,1.6046895947777429e-21,1.3139141330498205e-08,1.4522952285211943e-10,1.1583011172433544e-07,6.761313322438272e-19,3.285639478910451e-17,7.918713970135605e-13,1.3347228704219116e-11,9.638323993088616e-12,2.64233405121439e-12,2.4821470029952268e-17,5.01421164280562e-16,1.815504864499662e-11,1.7273705452680588e-05,3.808863557126958e-14,2.030897769048103e-18,3.680536581263002e-20,5.440188527941681e-19
3.0636459077204917e-16,0.0012443310115486383,5.553666682089897e-08,1.286732054239792e-08,1.7569248871507e-14,7.113729486513427e-19,2.033406110157898e-09,9.22131676572846e-11,1.0818986494447874e-13,0.9965044260025024,2.958831096799841e-13,6.524398799001574e-09,4.926343621231011e-15,2.2351799998432398e-05,3.400656467533736e-08,2.047619886980101e-07,1.336112018179847e-05,1.5105690032157781e-09,0.00041465769754722714,0.00038909175782464445,8.179889057768897e-12,5.596543194152925e-15,6.377425734171993e-07,9.255270669598827e-15,4.916925807479933e-12,3.82397846027116e-12,1.230880115104453e-15,1.4465729725188226e-09,1.5609629144819337e-08,2.5073877162837618e-18,5.061542083240056e-07,4.381487528348771e-08,1.0790928046955361e-11,2.0314228521556288e-08,0.0003822895814664662,1.0589522314585764e-11,4.0721936933607594e-09,0.0006378272082656622,2.126315913096653e-15,4.477805759961484e-06,5.844574602065222e-09,2.602616158905306e-21,2.1576336593021804e-16,5.170425429405198e-17,1.6732806784602872e-07,2.510344008094238e-19,9.065066542704342e-18,4.9566833276726285e-11,5.497083691019533e-12,1.633367377983086e-13,2.3020281969717005e-14,8.854687274205408e-14,1.4658362169524103e-18,7.241723924831673e-21,1.669297431403441e-13,9.298499470400401e-11,2.5572337580825888e-09,1.71097685088423e-21,1.6621941453451305e-12,3.586585022030686e-12,1.0724188634906515e-21,6.716907744255558e-17,5.477822514164676e-13,1.7912723387913942e-11,7.858714639041864e-07,0.0003821995633188635,3.031849826127782e-15,2.1471896107136369e-16,1.9174912324615434e-07,1.3499295105800813e-16,3.942087200618451e-18,7.200509347029139e-15,3.859919680643115e-24,1.5677884739234806e-21,4.170495755982106e-17,6.967683925127137e-18,7.421792957984508e-09,5.643450184705974e-15,5.751956131987185e-20,5.994289678427105e-20,5.7441117455937975e-18,1.4251026258577164e-16,1.0405677489384787e-19,9.135183061392826e-12,1.120711410094533e-16,5.058238930226958e-21,2.4429855329799466e-06,4.19935040068737e-21,6.779775058996364e-16,2.2467949281336792e-17,1.8569952867086847e-11,3.576551303518605e-15,3.5612661365876097e-13,1.382162301277745e-10,2.007995820400149e-13,9.59552387275328e-20
